Modelo,CodModelo,Marca,CodMarca
Corsa Furgão 1.6 MPFi Powertech 92cv,1013,GM - CHEVROLET,23
Corsa GL 1.6 MPFI / 1.4 EFI 2p e 4p,1014,GM - CHEVROLET,23
Corsa GLS 1.6 MPFI 5p,1015,GM - CHEVROLET,23
Corsa GSi 16V,1016,GM - CHEVROLET,23
Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,1017,GM - CHEVROLET,23
Corsa Hat. Joy 1.8 MPFI 8V FlexPower 5p,1018,GM - CHEVROLET,23
Corsa Hat. Maxx 1.0/ 1.0 FlexPower 8V 5p,1019,GM - CHEVROLET,23
Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,4379,GM - CHEVROLET,23
Corsa Hat. Maxx 1.8 MPFI 8V FlexPower 5p,1020,GM - CHEVROLET,23
Corsa Hat. Prem. 1.0/1.0 FlexPower 8V 5p,1021,GM - CHEVROLET,23
Corsa Hat. Premium 1.4 8V ECONOFLEX 5p,4380,GM - CHEVROLET,23
Corsa Hat. SS 1.8 MPFI 8V FlexPower 5p,3818,GM - CHEVROLET,23
Corsa Hat.Premium 1.8 MPFI 8V F.Power 5p,1022,GM - CHEVROLET,23
Corsa Hatchback 1.0 MPFI 8V 71cv 5p,1023,GM - CHEVROLET,23
Corsa Hatchback 1.8 MPFI 8V 102cv 5p,1024,GM - CHEVROLET,23
Corsa Hatchback 1.8 MPFI FlexPower 8V 5p,1025,GM - CHEVROLET,23
Corsa Pick-Up GL/ Champ 1.6 MPFI / EFI,1026,GM - CHEVROLET,23
Corsa Pick-Up Sport 1.6 MPFI,1027,GM - CHEVROLET,23
Corsa Pick-Up STD/ Rodeio 1.6 MPFI,1028,GM - CHEVROLET,23
Corsa Sed Clas.Spirit 1.6MPFI VHC 8V Aut,1029,GM - CHEVROLET,23
Corsa Sed Clas.Super 1.6MPFI VHC 8V Aut,1030,GM - CHEVROLET,23
Corsa Sed Class.Life 1.0/1.0 FlexPower,1031,GM - CHEVROLET,23
Corsa Sed Class.Spirit 1.0/1.0 FlexPower,1033,GM - CHEVROLET,23
Corsa Sed Class.Super 1.0/1.0 FlexPower,1035,GM - CHEVROLET,23
Corsa Sed Classic Life 1.6 MPFI VHC 8V,1032,GM - CHEVROLET,23
Corsa Sed Classic Spirit 1.6 MPFI VHC 8V,1034,GM - CHEVROLET,23
Corsa Sed Classic Super 1.6 MPFI VHC 8V,1036,GM - CHEVROLET,23
Corsa Sed. Joy 1.0/ 1.0 FlexPower 8V 4p,1037,GM - CHEVROLET,23
Corsa Sed. Joy 1.8 MPFI 8V FlexPower,1038,GM - CHEVROLET,23
Corsa Sed. Maxx 1.0/ 1.0 FlexPower 8V 4p,1039,GM - CHEVROLET,23
Corsa Sed. Maxx 1.4 8V ECONOFLEX 4p,4381,GM - CHEVROLET,23
Corsa Sed. Maxx 1.8 MPFI 8V FlexPower,1040,GM - CHEVROLET,23
Corsa Sed. Premium 1.4 8V ECONOFLEX 4p,4382,GM - CHEVROLET,23
Corsa Sed. Premium 1.8 MPFI 8V FlexPower,1042,GM - CHEVROLET,23
Corsa Sed.Prem. 1.0/ 1.0 FlexPower 8V 4p,1041,GM - CHEVROLET,23
Corsa Sed.Wind 1.0/Millenium/Classic VHC,1043,GM - CHEVROLET,23
Corsa Sedan 1.0 MPFI 8V 71cv 4p,1044,GM - CHEVROLET,23
Corsa Sedan 1.8 MPFI 8V  102cv 4p,1045,GM - CHEVROLET,23
Corsa Sedan 1.8 MPFI FlexPower 8V 4p,1046,GM - CHEVROLET,23
Corsa Sedan GL 1.6  MPFI 4p,1047,GM - CHEVROLET,23
Corsa Sedan GLS 1.6 16V MPFI 4p,1048,GM - CHEVROLET,23
Corsa Sedan GLS 1.6 MPFI 4p,1049,GM - CHEVROLET,23
Corsa Sedan Sup./Classic 1.6 8v Aut/Mec,1053,GM - CHEVROLET,23
Corsa Sedan Super 1.0 MPFI 16V 4p,1050,GM - CHEVROLET,23
Corsa Sedan Super 1.0 MPFI 4p,1051,GM - CHEVROLET,23
Corsa Sedan Super Milenium 1.0 MPFI 16V,1052,GM - CHEVROLET,23
Corsa Super 1.0 MPFI / 2p e 4p,1054,GM - CHEVROLET,23
Corsa Super 1.0 MPFI 16V 3p,1055,GM - CHEVROLET,23
Corsa Super 1.0 MPFI 16V 5p,1056,GM - CHEVROLET,23
Corsa Super 1.6 MPFI 8v 5p,1057,GM - CHEVROLET,23
Corsa Wagon GL 1.6 MPFI 4p,1058,GM - CHEVROLET,23
Corsa Wagon GLS 1.6 16V MPFI 4p,1059,GM - CHEVROLET,23
Corsa Wagon GLS 1.6 8V 4p,1060,GM - CHEVROLET,23
Corsa Wagon Super 1.0 MPFI 16V,1061,GM - CHEVROLET,23
Corsa Wagon Super 1.6 MPFI 8v,1062,GM - CHEVROLET,23
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,GM - CHEVROLET,23
Corsa Wind 1.0 MPFI / EFI  2p,1064,GM - CHEVROLET,23
Corsa Wind 1.6 MPFi 2p,1065,GM - CHEVROLET,23
Corsa Wind 1.6 MPFi 4p,1066,GM - CHEVROLET,23
Corsa Wind Piquet/ Champ 1.0 MPFI 2p,1067,GM - CHEVROLET,23
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,GM - CHEVROLET,23
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,GM - CHEVROLET,23
CRUZE Black Bow Tie 1.4 TB Flex 4p Aut,8573,GM - CHEVROLET,23
CRUZE HB Black Bow Tie 1.4 TB Flex Aut.,8574,GM - CHEVROLET,23
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,5975,GM - CHEVROLET,23
CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,5976,GM - CHEVROLET,23
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,5977,GM - CHEVROLET,23
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec,5978,GM - CHEVROLET,23
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,GM - CHEVROLET,23
CRUZE LT 1.8 16V FlexPower 4p Aut.,5635,GM - CHEVROLET,23
CRUZE LT 1.8 16V FlexPower 4p Mec.,5636,GM - CHEVROLET,23
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,GM - CHEVROLET,23
CRUZE LTZ 1.8 16V FlexPower 4p Aut.,5637,GM - CHEVROLET,23
CRUZE Midnight 1.4 16V TB Flex Aut.,9735,GM - CHEVROLET,23
CRUZE Premier 1.4 16V TB Flex Aut.,8885,GM - CHEVROLET,23
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,GM - CHEVROLET,23
CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,7828,GM - CHEVROLET,23
CRUZE Sport Premier 1.4 16V TB Flex Aut.,8886,GM - CHEVROLET,23
CRUZE Sport RS 1.4 16V TB Flex 5p Aut.,9736,GM - CHEVROLET,23
D-10 CD Diesel,1070,GM - CHEVROLET,23
D-10 Diesel,1071,GM - CHEVROLET,23
D-20 4.0 Champ/Conquest/El Caminho Dies.,1072,GM - CHEVROLET,23
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,GM - CHEVROLET,23
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,GM - CHEVROLET,23
D-20 S / Luxe 3.9/4.0 Diesel,1074,GM - CHEVROLET,23
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,GM - CHEVROLET,23
D-20 S 3.9/4.0 Turbo Diesel,1077,GM - CHEVROLET,23
EQUINOX LT 1.5 Turbo 172cv Aut.,9081,GM - CHEVROLET,23
EQUINOX LT 2.0 Turbo 262cv Aut.,8150,GM - CHEVROLET,23
EQUINOX Midnight 1.5 Turbo 172cv Aut.,9082,GM - CHEVROLET,23
EQUINOX Premier 1.5 Turbo 172cv Aut.,9135,GM - CHEVROLET,23
EQUINOX Premier 2.0 Turbo AWD 262cv Aut.,8080,GM - CHEVROLET,23
EQUINOX RS 1.5 Turbo 172cv Aut.,9859,GM - CHEVROLET,23
Ipanema GL 1.8 MPFI / EFI /SL 4p,1078,GM - CHEVROLET,23
Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1079,GM - CHEVROLET,23
Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1080,GM - CHEVROLET,23
JOY Hatch 1.0 8V Black Edition Flex Mec.,8821,GM - CHEVROLET,23
JOY Hatch 1.0 8V Flex 5p Mec.,8822,GM - CHEVROLET,23
JOY Plus 1.0 8V 4p Flex Mec.,8887,GM - CHEVROLET,23
JOY Plus Black Ed.1.0 8V 4p Flex Mec.,8888,GM - CHEVROLET,23
Kadett GL 2.0 MPFI / EFI,1081,GM - CHEVROLET,23
Kadett GL/SL/Lite/Turim 1.8,1082,GM - CHEVROLET,23
Kadett GLS 1.8 EFI / SL/e 1.8,1083,GM - CHEVROLET,23
Kadett GLS 2.0 MPFI,1084,GM - CHEVROLET,23
Kadett GSi / GS 2.0,1085,GM - CHEVROLET,23
Kadett GSi 2.0 Conversível,1086,GM - CHEVROLET,23
Kadett Sport 2.0 MPFI / EFI,1087,GM - CHEVROLET,23
Lumina,1088,GM - CHEVROLET,23
MALIBU LTZ 2.4 16V 171cv 4p,5276,GM - CHEVROLET,23
Marajo SL/SLe/Se,1089,GM - CHEVROLET,23
Meriva 1.8/ CD 1.8 MPFI 16V 122cv 5p,1090,GM - CHEVROLET,23
Meriva 1.8/ CD 1.8 MPFI 8V 102cv 5p,1091,GM - CHEVROLET,23
Meriva 1.8/ CD 1.8 MPFI FlexPower 8V,1092,GM - CHEVROLET,23
Meriva COLLECTION 1.4 8V ECONOFLEX 5p,6058,GM - CHEVROLET,23
Meriva Expres.EASYTRONIC 1.8 FlexPower,4767,GM - CHEVROLET,23
Meriva Joy 1.4 MPFI 8V ECONOFLEX 5p,4768,GM - CHEVROLET,23
Meriva Joy 1.8 MPFI 8V FlexPower,1093,GM - CHEVROLET,23
Meriva Maxx 1.4 MPFI 8V ECONOFLEX 5p,4769,GM - CHEVROLET,23
Meriva Maxx 1.8 MPFI 8V FlexPower,1094,GM - CHEVROLET,23
Meriva Prem.EASYTRONIC 1.8 FlexPower 5p,4475,GM - CHEVROLET,23
Meriva Premium 1.8 MPFI 8V FlexPower,1095,GM - CHEVROLET,23
Meriva SS 1.8 MPFI 8V FlexPower 5p,3819,GM - CHEVROLET,23
Meriva SS EASYTRONIC 1.8 FlexPower 5p,4770,GM - CHEVROLET,23
MONTANA  Sport 1.8 MPFI FlexPower 8V,1096,GM - CHEVROLET,23
MONTANA 1.4 8V Conquest ECONOFLEX  2p,4383,GM - CHEVROLET,23
MONTANA 1.8/ 1.8 Conquest FlexPower 8V,1097,GM - CHEVROLET,23
MONTANA ARENA 1.4 ECONOFLEX  8V 2p,5107,GM - CHEVROLET,23
MONTANA COMBO 1.4 8V ECONOFLEX,5030,GM - CHEVROLET,23
MONTANA LS 1.4 ECONOFLEX 8V 2p,5416,GM - CHEVROLET,23
MONTANA LS COMBO 1.4 8V ECONOFLEX 2p,6204,GM - CHEVROLET,23
MONTANA Off Road 1.8 MPFI FlexPower 8V,1098,GM - CHEVROLET,23
MONTANA Sport 1.4 ECONOFLEX 8V 2p,5108,GM - CHEVROLET,23
Monza 1.6i/1.8i (restante),1099,GM - CHEVROLET,23
Monza Class 1.8/ 2.0,1100,GM - CHEVROLET,23
Monza Classic SE 2.0 /MPFI e EFI 2p e 4p,1101,GM - CHEVROLET,23
Monza Classic/ SL/e/SR 1.8,1102,GM - CHEVROLET,23
Monza GL 1.8 EFI/ SL/ L/ 650/Barc. 2e4p,1103,GM - CHEVROLET,23
Monza GL 2.0 EFI/SL/L/650/Club/Barc.2e4p,1104,GM - CHEVROLET,23
Monza GLS/ Hi-Tech 2.0 EFI 2p e 4p,1105,GM - CHEVROLET,23
Monza SL/e SR 2.0,1106,GM - CHEVROLET,23
Omega CD 3.8 V6,1108,GM - CHEVROLET,23
Omega CD 4.1 / 3.0,1109,GM - CHEVROLET,23
Omega CD/ FITTIPALDI 3.6 V6 24V 4p,1107,GM - CHEVROLET,23
Omega Diamond,1110,GM - CHEVROLET,23
Omega GL 2.0/ 2.2,1111,GM - CHEVROLET,23
Omega GLS 2.2 / 2.0,1112,GM - CHEVROLET,23
Omega GLS 4.1,1113,GM - CHEVROLET,23
ONIX  Lollapalooza 1.0 F.Power 5p Mec.,6748,GM - CHEVROLET,23
ONIX HATCH 1.0 12V Flex 5p Mec.,8988,GM - CHEVROLET,23
ONIX HATCH 1.0 12V TB Flex 5p Aut.,8889,GM - CHEVROLET,23
ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.,7689,GM - CHEVROLET,23
ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,7690,GM - CHEVROLET,23
ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut.,8239,GM - CHEVROLET,23
ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.,7120,GM - CHEVROLET,23
ONIX HATCH Joy 1.0 8V Flex 5p Mec.,7691,GM - CHEVROLET,23
ONIX HATCH LS 1.0 8V FlexPower 5p Mec.,6231,GM - CHEVROLET,23
ONIX HATCH LT 1.0 12V Flex 5p Mec.,8949,GM - CHEVROLET,23
ONIX HATCH LT 1.0 12V TB Flex 5p Aut.,8890,GM - CHEVROLET,23
ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,8891,GM - CHEVROLET,23
ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,6232,GM - CHEVROLET,23
ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,6530,GM - CHEVROLET,23
ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,6233,GM - CHEVROLET,23
ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,8892,GM - CHEVROLET,23
ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.,8893,GM - CHEVROLET,23
ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,6531,GM - CHEVROLET,23
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,6234,GM - CHEVROLET,23
ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,8894,GM - CHEVROLET,23
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,9211,GM - CHEVROLET,23
ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec.,7259,GM - CHEVROLET,23
ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut,9212,GM - CHEVROLET,23
ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,8823,GM - CHEVROLET,23
ONIX SEDAN Plus 1.0 12V TB Flex Aut.,8824,GM - CHEVROLET,23
ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,8950,GM - CHEVROLET,23
ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,8825,GM - CHEVROLET,23
ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,8826,GM - CHEVROLET,23
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,8827,GM - CHEVROLET,23
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Mec.,8828,GM - CHEVROLET,23
Opala Comodoro/Comod. SLE  4.1/2.5,1114,GM - CHEVROLET,23
Opala Diplomata/Diplom. SLE 4.1/2.5,1115,GM - CHEVROLET,23
Opala L/SL/SS/ 2.5/4.1,1116,GM - CHEVROLET,23
PRISMA  Sed. Maxx/ LT 1.4 8V ECONOF. 4p,4188,GM - CHEVROLET,23
PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,6866,GM - CHEVROLET,23
PRISMA Sed. ADVANT. 1.4 8V F.Power Aut.,7373,GM - CHEVROLET,23
PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,4189,GM - CHEVROLET,23
PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,4849,GM - CHEVROLET,23
PRISMA Sed. LT 1.0 8V FlexPower 4p,6349,GM - CHEVROLET,23
PRISMA Sed. LT 1.4 8V FlexPower 4p,6350,GM - CHEVROLET,23
PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,6532,GM - CHEVROLET,23
PRISMA Sed. LTZ 1.4 8V FlexPower 4p,6351,GM - CHEVROLET,23
PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,6533,GM - CHEVROLET,23
PRISMA Sed. Maxx 1.0 8V FlexPower 4p,4850,GM - CHEVROLET,23
S10 Blazer  DTi 2.8 4x2 Turbo Diesel,1117,GM - CHEVROLET,23
S10 Blazer 2.4 MPFI 8V 128cv 4p,1118,GM - CHEVROLET,23
S10 Blazer 4.3 V6,1119,GM - CHEVROLET,23
S10 Blazer Advant. 2.4/2.4 MPFI F.Power,1120,GM - CHEVROLET,23
S10 Blazer Colina 2.4/2.4 MPFI F.Power,1121,GM - CHEVROLET,23
S10 Blazer Colina 2.8 TDI 4x4 Diesel,1122,GM - CHEVROLET,23
S10 Blazer DLX 2.2 MPFI / EFI,1123,GM - CHEVROLET,23
S10 Blazer DLX 2.4 MPFI 128cv 4p,1124,GM - CHEVROLET,23
S10 Blazer DLX 2.5 Diesel Turbo,1125,GM - CHEVROLET,23
S10 Blazer DLX 2.8 4x4 TB Interc. Diesel,1126,GM - CHEVROLET,23
S10 Blazer DLX 4.3 V6,1127,GM - CHEVROLET,23
S10 Blazer Executive 2.8 4x4 TDI Diesel,1128,GM - CHEVROLET,23
S10 Blazer Executive 4.3 V6,1129,GM - CHEVROLET,23
S10 Blazer Std. 2.2 MPFI / EFI,1130,GM - CHEVROLET,23
S10 Blazer Std. 2.5 Diesel Turbo,1131,GM - CHEVROLET,23
S10 Blazer Tornado 2.4 MPFI 8V 128cv,1132,GM - CHEVROLET,23
S10 P.Up 100YEARS 2.8 4x4 CD Dies. Aut.,8081,GM - CHEVROLET,23
S10 Pick-Up 2.4 MPFI 8v 128cv CD 4p,1133,GM - CHEVROLET,23
S10 Pick-Up 2.4 MPFI 8v 128cv/ Rodeio,1134,GM - CHEVROLET,23
S10 Pick-Up 2.5 4x2 CD TB Max HST Dies,1135,GM - CHEVROLET,23
S10 Pick-Up 2.5 4x4 CD TB Max HST Dies.,1136,GM - CHEVROLET,23
S10 Pick-Up 2.8 4x2 Turbo Interc. Dies.,1137,GM - CHEVROLET,23
S10 Pick-Up 4.3 V6,1138,GM - CHEVROLET,23
S10 Pick-Up Advantage 2.5 Flex 4x2 CD,7791,GM - CHEVROLET,23
S10 Pick-Up Barretos 2.2 MPFI 2p,1139,GM - CHEVROLET,23
S10 Pick-Up Champ 4.3 V6,1140,GM - CHEVROLET,23
S10 Pick-Up DLX 2.4 MPFI 128cv CD 4p,1144,GM - CHEVROLET,23
S10 Pick-Up Exec. 2.8 4x2 CD TB Int.Dies,1145,GM - CHEVROLET,23
S10 Pick-Up Exec. 2.8 4x4 CD TB Int.Dies,1146,GM - CHEVROLET,23
S10 Pick-Up Executive CD 4.3,1147,GM - CHEVROLET,23
S10 Pick-Up Executive CD 4.3 4x4,1148,GM - CHEVROLET,23
S10 Pick-Up LS 2.4 F.Power 4x2 CD,5885,GM - CHEVROLET,23
S10 Pick-Up LS 2.4 F.Power 4x2 CS,5886,GM - CHEVROLET,23
S10 Pick-Up LS 2.8 TDI 4x2 CD Dies. Mec.,6099,GM - CHEVROLET,23
S10 Pick-Up LS 2.8 TDI 4x2 CS Dies. Mec.,6100,GM - CHEVROLET,23
S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.,6101,GM - CHEVROLET,23
S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel,5887,GM - CHEVROLET,23
S10 Pick-Up LT 2.4 F.Power 4x2 CD,5888,GM - CHEVROLET,23
S10 Pick-Up LT 2.4 F.Power 4x2 CS,5889,GM - CHEVROLET,23
S10 Pick-Up LT 2.5 Flex 4x2 CD,7032,GM - CHEVROLET,23
S10 Pick-Up LT 2.5 Flex 4x2 CD Aut.,7953,GM - CHEVROLET,23
S10 Pick-Up LT 2.5 Flex 4x4 CD,7033,GM - CHEVROLET,23
S10 Pick-Up LT 2.5 Flex 4x4 CD Aut.,7954,GM - CHEVROLET,23
S10 Pick-Up LT 2.8 TDI 4x2 CD Diesel,5890,GM - CHEVROLET,23
S10 Pick-Up LT 2.8 TDI 4x2 CD Diesel Aut,5891,GM - CHEVROLET,23
S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel,5892,GM - CHEVROLET,23
S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut,5893,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.4 F.Power 4x2 CD,5894,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.5 Flex 4x2 CD,7034,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.5 Flex 4x2 CD Aut.,7955,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.5 Flex 4x4 CD,7035,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.5 Flex 4x4 CD Aut.,7956,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.8 TDI 4x2 CD Dies. Mec,6102,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.8 TDI 4x2 CD Dies.Aut,5895,GM - CHEVROLET,23
S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut,5896,GM - CHEVROLET,23
S10 Pick-Up Luxe 2.2 EFI CD,1149,GM - CHEVROLET,23
S10 Pick-Up Luxe 2.2 MPFI / EFI,1150,GM - CHEVROLET,23
S10 Pick-Up Luxe 2.2 MPFI/EFI CE,1151,GM - CHEVROLET,23
S10 Pick-Up Luxe 2.5 CE TB Diesel,1152,GM - CHEVROLET,23
S10 Pick-Up Luxe 2.5 Diesel Turbo,1153,GM - CHEVROLET,23
S10 Pick-Up Luxe 2.8 4x2 CD TB Int.Dies.,1154,GM - CHEVROLET,23
S10 Pick-Up Luxe 4.3 V6,1155,GM - CHEVROLET,23
S10 Pick-Up Luxe 4.3 V6 CD,1156,GM - CHEVROLET,23
S10 Pick-Up Luxe 4.3 V6 CE,1157,GM - CHEVROLET,23
S10 Pick-Up Midnight 2.8 4x4 CD Dies Aut,8280,GM - CHEVROLET,23
S10 Pick-Up RODEIO 2.4 MPFI F.Power CD,5369,GM - CHEVROLET,23
S10 Pick-Up RODEIO 2.8 TDI 4x2 CD Dies.,5370,GM - CHEVROLET,23
S10 Pick-Up RODEIO 2.8 TDI 4x4 CD Dies.,5371,GM - CHEVROLET,23
S10 Pick-Up Std 2.8 4x2 CD TB Int.Dies.,1158,GM - CHEVROLET,23
S10 Pick-Up Std 2.8 4x4 CD TB Int.Dies.,1159,GM - CHEVROLET,23
S10 Pick-Up Std. 2.2 MPFI / EFI,1160,GM - CHEVROLET,23
S10 Pick-Up Std. 2.2 MPFI CD,1161,GM - CHEVROLET,23
S10 Pick-Up Std. 2.5 Diesel Turbo,1162,GM - CHEVROLET,23
S10 Pick-Up Tornado 2.4 MPFI 128cv CD 4p,1163,GM - CHEVROLET,23
S10 Pick-Up Z71 2.8 TDI 4x4 CD Dies. Aut,9666,GM - CHEVROLET,23
S10 P-Up 2.8/Sert. 2.8 4x4 TB Int. Dies.,1164,GM - CHEVROLET,23
S10 P-Up Advant. 2.4/2.4 MPFI F.Power CD,1165,GM - CHEVROLET,23
S10 P-Up Advantage 2.4 MPFI F.Power CS,4675,GM - CHEVROLET,23
S10 P-Up Colina 2.4 MPFI 128cv CD 4p,1142,GM - CHEVROLET,23
S10 P-Up Colina 2.4/2.4 MPFI F.Power CS,1141,GM - CHEVROLET,23
S10 P-Up Colina 2.8 TDI 4x2/4x4 CD Dies.,1166,GM - CHEVROLET,23
S10 P-Up Colina 2.8 TDI 4x2/4x4 CS Dies.,1143,GM - CHEVROLET,23
S10 P-Up Executive 2.4 MPFI F.Power CD,4676,GM - CHEVROLET,23
S10 P-Up Freeride 2.5 Flex 4x2 CD Mec.,7304,GM - CHEVROLET,23
S10 P-Up H.Country 2.8 4x4 CD Dies.Aut.,7305,GM - CHEVROLET,23
S10 P-Up Luxe 2.5 4x2 CD TB Max HST Dies,1167,GM - CHEVROLET,23
S10 P-Up Luxe 2.5 4x4 CD TB Max HST Dies,1168,GM - CHEVROLET,23
S10 P-Up Lx/Sert/Rod 2.8 4x4 CD TDI Dies,1169,GM - CHEVROLET,23
S10 P-Up Tornado 2.8 TDI 4x2/4x4 CD Dies,1170,GM - CHEVROLET,23
Saturn SL,1171,GM - CHEVROLET,23
Sierra CE 5.7 V8,1172,GM - CHEVROLET,23
Sierra Sport 5.0 V8,1173,GM - CHEVROLET,23
Silverado,1174,GM - CHEVROLET,23
Silverado 4.1,1175,GM - CHEVROLET,23
Silverado 4.1 Diesel,1176,GM - CHEVROLET,23
Silverado 4.2 Turbo Diesel,1177,GM - CHEVROLET,23
Silverado Conquest 4.1 Diesel,1178,GM - CHEVROLET,23
Silverado Conquest 4.2 Diesel Turbo,1179,GM - CHEVROLET,23
Silverado D20/ Rodeio 4.2 TB Diesel,1180,GM - CHEVROLET,23
Silverado DLX 4.1,1181,GM - CHEVROLET,23
Silverado DLX 4.2 Conquest HD Diesel,1182,GM - CHEVROLET,23
Silverado DLX 4.2 Diesel,1183,GM - CHEVROLET,23
Silverado G. Blazer DLX/ Std 4.2 Dies.TB,1184,GM - CHEVROLET,23
Silverado Grand Blazer DLX 4.1 mpfi,1185,GM - CHEVROLET,23
Silverado Sport/ Fleet Side 5.7 CS,1186,GM - CHEVROLET,23
Silverado Sport/Fleet Side 6.5 Dies. CS,1187,GM - CHEVROLET,23
Silverado Trop. SL/ Van T.Diesel (todas),1188,GM - CHEVROLET,23
Silverado Tropical CD 4.1 Diesel,1189,GM - CHEVROLET,23
Silverado Tropical CD 4.1 MPFI,1190,GM - CHEVROLET,23
Silverado Tropical CD 4.2 Diesel,1191,GM - CHEVROLET,23
SONIC HB LT 1.6 16V FlexPower 5p Aut.,6266,GM - CHEVROLET,23
SONIC HB LT 1.6 16V FlexPower 5p Mec.,6059,GM - CHEVROLET,23
SONIC HB LTZ 1.6 16V FlexPower 5p Aut.,6060,GM - CHEVROLET,23
SONIC HB LTZ 1.6 16V FlexPower 5p Mec.,6061,GM - CHEVROLET,23
SONIC HB LTZ EFFECT 1.6 16V FlexP 5p Aut,6640,GM - CHEVROLET,23
SONIC Sed. LT 1.6 16V FlexPower 4p Aut.,6267,GM - CHEVROLET,23
SONIC Sed. LT 1.6 16V FlexPower 4p Mec.,6062,GM - CHEVROLET,23
SONIC Sed. LTZ 1.6 16V FlexPower 4p Aut.,6063,GM - CHEVROLET,23
SONIC Sed. LTZ 1.6 16V FlexPower 4p Mec.,6064,GM - CHEVROLET,23
Sonoma CE 4.3 V6,1192,GM - CHEVROLET,23
SpaceVan Furgão 2.1 Diesel,1193,GM - CHEVROLET,23
SpaceVan Furgão 2.2,1194,GM - CHEVROLET,23
SpaceVan Passageiro 2.1Diesel,1195,GM - CHEVROLET,23
SpaceVan Passageiro 2.2,1196,GM - CHEVROLET,23
SPIN ACTIV 1.8 8V Econo. Flex 5p Aut.,7098,GM - CHEVROLET,23
SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,7099,GM - CHEVROLET,23
SPIN ACTIV7 1.8 8V Econo.Flex 5p Aut.,8450,GM - CHEVROLET,23
SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,6586,GM - CHEVROLET,23
SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,6587,GM - CHEVROLET,23
SPIN LS 1.8 8V Econo.Flex 5p Aut.,9489,GM - CHEVROLET,23
SPIN LS 1.8 8V Econo.Flex 5p Mec.,6490,GM - CHEVROLET,23
SPIN LT 1.8 8V Econo.Flex 5p Aut.,6103,GM - CHEVROLET,23
