Modelo,CodModelo,Marca,CodMarca
Grand Vitara XL_7 2.7 24V 173cv 4p Mec.,2182,SUZUKI,55
Ignis 1.3 16V 82cv 4p Aut.,2183,SUZUKI,55
Ignis 1.3 16V 82cv 4p Mec.,2184,SUZUKI,55
Ignis WRS 1.3 16V 82cv 4x4 4p,2185,SUZUKI,55
Jimny 4S 1.3 16V,6073,SUZUKI,55
Jimny 4SPORT DESERT 1.3 16V,8424,SUZUKI,55
Jimny 4SPORT FOREST 1.3 16V,9025,SUZUKI,55
Jimny 4SPORT/ 4WORK 1.3 16V,6074,SUZUKI,55
Jimny 4STREET 1.3 16V,6075,SUZUKI,55
Jimny 4SUN 1.3 16V,6244,SUZUKI,55
Jimny 4WORK OFF ROAD 1.3 16V,7636,SUZUKI,55
Jimny CANVAS 4ALL 1.3 16V,7877,SUZUKI,55
Jimny CANVAS 4SPORT 1.3 16V,7878,SUZUKI,55
Jimny Sierra 4STYLE ALLGRIP 1.5 16V Aut.,8872,SUZUKI,55
Jimny Sierra 4YOU ALLGRIP 1.5 16V Aut.,8873,SUZUKI,55
Jimny Sierra 4YOU ALLGRIP 1.5 16V Mec.,8874,SUZUKI,55
Jimny Wide/ Jimny/4ALL 1.3 16V,2186,SUZUKI,55
Samurai JX Canvas 1.3,2187,SUZUKI,55
Samurai JX Metal 1.3,2188,SUZUKI,55
S-CROSS 4STYLE 1.4 TB 16V Aut.,7813,SUZUKI,55
S-CROSS 4STYLE ALLGRIP 1.4 TB 16V Aut.,7814,SUZUKI,55
S-CROSS 4STYLE-S ALLGRIP 1.4 TB 16V Aut.,8425,SUZUKI,55
S-CROSS 4YOU 1.6 16V Aut.,7815,SUZUKI,55
Sidekick Canvas,2189,SUZUKI,55
Sidekick Metal,2190,SUZUKI,55
Super Carry Van/ Furgão 1.0,2191,SUZUKI,55
Swift GL,2192,SUZUKI,55
Swift GTi 1.3 3p,2193,SUZUKI,55
Swift GTI Convers. 16V,2194,SUZUKI,55
Swift Hatch 1.0 3p e 5p,2195,SUZUKI,55
Swift Hatch/ Sedan 1.3,2196,SUZUKI,55
Swift Sedan 1.6 16V,2197,SUZUKI,55
Swift Sport 1.6 16V 5p Mec.,6931,SUZUKI,55
Swift Sport R 1.6 16V 5p Mec.,6932,SUZUKI,55
SX4 2.0 16V 145cv 4WD 5p Aut.,5005,SUZUKI,55
SX4 2.0 16V 145cv 4WD 5p Mec.,5006,SUZUKI,55
SX4 S-CROSS ALLGRIP GLS 1.6 16V Aut.,7211,SUZUKI,55
SX4 S-CROSS ALLGRIP GLX 1.6 16V Aut.,7210,SUZUKI,55
SX4 S-CROSS GL 1.6 16V Mec.,7212,SUZUKI,55
SX4 S-CROSS GLX 1.6 16V Aut.,7213,SUZUKI,55
Vitara 4ALL 1.6 16V Aut.,7771,SUZUKI,55
Vitara 4ALL 1.6 16V Mec.,7772,SUZUKI,55
Vitara 4SPORT 1.4 TB 16V Aut.,7773,SUZUKI,55
Vitara 4SPORT ALLGRIP 1.4 TB 16V Aut.,7774,SUZUKI,55
Vitara 4STYLE ALLGRIP 1.4 TB 16V Aut.,8529,SUZUKI,55
Vitara 4YOU 1.6 16V Aut.,7775,SUZUKI,55
Vitara 4YOU ALLGRIP 1.6 16V Aut.,7776,SUZUKI,55
Vitara JLX 1.6 16V 4x4 4p Aut.,2198,SUZUKI,55
Vitara JLX 1.6 16V 4x4 4p Mec.,2199,SUZUKI,55
Vitara JLX 2.0 V6 4x4,2200,SUZUKI,55
Vitara JLX Canvas 1.6 8V 2p,2201,SUZUKI,55
Vitara JLX Metal 1.6 8V 2p,2202,SUZUKI,55
Wagon R+ 1.0 Mec.,2203,SUZUKI,55
Stark 2.3 4WD 127cv TDI Diesel 3p,5192,TAC,165
Avalon XLS 3.0,2204,TOYOTA,56
Band. Jipe 4x4 Sport 3.7 Diesel,2205,TOYOTA,56
Band.Jipe Cap.de Aço Chas. Curto Diesel,2206,TOYOTA,56
Band.Jipe Cap.de Aço Chas. Longo Diesel,2207,TOYOTA,56
Band.Jipe Capota de Lona Diesel,2208,TOYOTA,56
Band.Picape CD 2p Chassi Longo Diesel,2209,TOYOTA,56
Band.Picape CD 4p Chassi Longo Diesel,2210,TOYOTA,56
Band.Picape Chassi Curto Diesel,2211,TOYOTA,56
Band.Picape Chassi Longo Diesel,2212,TOYOTA,56
Camry LE,2213,TOYOTA,56
Camry SW LE 2.2 16V,2214,TOYOTA,56
Camry SW XLE 3.0 24V,2215,TOYOTA,56
Camry XLE 3.0 24V 186cv,2216,TOYOTA,56
Camry XLE 3.5 24V Aut.,4091,TOYOTA,56
Camry XLE Hybrid 2.5 16V Aut. ,9825,TOYOTA,56
Celica GT 2.2 16V,2217,TOYOTA,56
Celica ST 1.8,2218,TOYOTA,56
Corolla Altis Hybrid 1.8 16V Flex Aut.,8837,TOYOTA,56
Corolla Altis Prem. Hybrid 1.8 Flex Aut,8838,TOYOTA,56
Corolla ALTIS/A.Premiu. 2.0 Flex 16V Aut,9300,TOYOTA,56
Corolla Cross GR-S 2.0 16V Flex Aut.,9787,TOYOTA,56
Corolla Cross SE 1.8 16V Aut. (Híbrido),9324,TOYOTA,56
Corolla Cross XR 2.0 16V Flex Aut.,9325,TOYOTA,56
Corolla Cross XRE 2.0 16V Flex Aut.,9326,TOYOTA,56
Corolla Cross XRV 1.8 16V Aut.(Híbrido),9327,TOYOTA,56
Corolla Cross XRX 1.8 16V Aut.(Híbrido),9328,TOYOTA,56
Corolla DX/ SW DX 1.6 16V,2220,TOYOTA,56
Corolla Dynamic 2.0 Flex 16V Aut.,7746,TOYOTA,56
Corolla Fielder SW 1.8/1.8 XEi Flex Aut.,2221,TOYOTA,56
Corolla Fielder SW 1.8/1.8 XEi Flex Mec,2222,TOYOTA,56
Corolla Fielder SW S  1.8 16V 136cv Aut,4166,TOYOTA,56
Corolla Fielder SW S 1.8 16V 136cv Mec,4167,TOYOTA,56
Corolla Fielder SW SE-G 1.8 Flex 16V Aut,4348,TOYOTA,56
Corolla GLi 1.6 16V,2219,TOYOTA,56
Corolla GLi 1.8 Flex 16V  Aut.,5041,TOYOTA,56
Corolla GLi 1.8 Flex 16V Mec.,5042,TOYOTA,56
Corolla GLi 2.0 16V Flex Aut.,8839,TOYOTA,56
Corolla GLi Upper 1.8 Flex 16V Aut.,7214,TOYOTA,56
Corolla GLi Upper Black P. 1.8 Flex Aut.,7558,TOYOTA,56
Corolla GR-Sport 2.0 Flex 16V Aut.,9301,TOYOTA,56
Corolla LE 1.8,2223,TOYOTA,56
Corolla LE 2.2 16V,2224,TOYOTA,56
Corolla S 1.8 16V 136cv Aut,4168,TOYOTA,56
Corolla S 1.8 16V 136cv Mec,4169,TOYOTA,56
Corolla SE-G 1.8 16V Mec.,2226,TOYOTA,56
Corolla SE-G 1.8/1.8 Flex 16V Aut.,2225,TOYOTA,56
Corolla SW LE 1.8/ XLi 1.6 16V,2227,TOYOTA,56
Corolla WG,2228,TOYOTA,56
Corolla XEi 1.8/1.8 Flex 16V Aut.,2229,TOYOTA,56
Corolla XEi 1.8/1.8 Flex 16V Mec.,2230,TOYOTA,56
Corolla XEi 2.0 Flex 16V Aut.,5194,TOYOTA,56
Corolla XLi 1.6 16V 110cv Aut.,2231,TOYOTA,56
Corolla XLi 1.6 16V 110cv Mec.,2232,TOYOTA,56
Corolla XLi 1.8/1.8 Flex 16V Aut.,2233,TOYOTA,56
Corolla XLi 1.8/1.8 Flex 16V Mec.,2234,TOYOTA,56
Corolla XRS 2.0 Flex 16V Aut.,5939,TOYOTA,56
Corona Aut.,2235,TOYOTA,56
Corona GLi Mec,2236,TOYOTA,56
Corona Mec.,2237,TOYOTA,56
ETIOS 1.3 Flex 16V 5p Mec.,6245,TOYOTA,56
ETIOS CROSS 1.5 Flex 16V 5p Aut.,7559,TOYOTA,56
ETIOS CROSS 1.5 Flex 16V 5p Mec.,6651,TOYOTA,56
ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,7711,TOYOTA,56
ETIOS PLATINUM 1.5 Flex 16V 5p Mec.,6872,TOYOTA,56
ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,7712,TOYOTA,56
ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,6873,TOYOTA,56
ETIOS READY! 1.5 Flex 16V 5p Aut.,7747,TOYOTA,56
ETIOS X 1.3 Flex 16V 5p Aut.,7560,TOYOTA,56
ETIOS X 1.3 Flex 16V 5p Mec.,6246,TOYOTA,56
ETIOS X Plus 1.5 Flex 16V 5p Aut.,8249,TOYOTA,56
ETIOS X Plus 1.5 Flex 16V 5p Mec.,8250,TOYOTA,56
ETIOS X Plus Sedan 1.5 Flex 16V 4p Aut.,8251,TOYOTA,56
ETIOS X Plus Sedan 1.5 Flex 16V 4p Mec.,8252,TOYOTA,56
ETIOS X Sedan 1.5 Flex 16V 4p Aut.,7561,TOYOTA,56
ETIOS X Sedan 1.5 Flex 16V 4p Mec.,6247,TOYOTA,56
ETIOS XLS 1.5 Flex 16V 5p Mec.,6248,TOYOTA,56
ETIOS XLS 1.5 Flex 5p Aut.,7562,TOYOTA,56
ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.,7563,TOYOTA,56
ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.,6249,TOYOTA,56
ETIOS XS  1.3 Flex 16V 5p Mec.,6250,TOYOTA,56
ETIOS XS 1.5 Flex 16V 5p Aut.,7564,TOYOTA,56
ETIOS XS 1.5 Flex 16V 5p Mec.,6598,TOYOTA,56
ETIOS XS Sedan 1.5 Flex 16V 4p Aut.,7565,TOYOTA,56
ETIOS XS Sedan1.5 Flex 16V 4p Mec.,6251,TOYOTA,56
Hilux 4x2 2.4 Diesel,2238,TOYOTA,56
Hilux 4x2 2.8 Diesel,2239,TOYOTA,56
Hilux CD 4x2 2.4 Diesel,2240,TOYOTA,56
Hilux CD 4x4 2.7 16V Flex Mec.,6310,TOYOTA,56
Hilux CD 4x4 2.8 Diesel Mec.,2241,TOYOTA,56
Hilux CD D4-D 4x2 2.5 16V 102cv TB Dies.,2242,TOYOTA,56
Hilux CD D4-D 4x4 2.5 16V 102cv TB Dies.,2243,TOYOTA,56
Hilux CD D4-D 4x4 3.0 TDI Dies. Mec.,6076,TOYOTA,56
Hilux CD DLX 4x2 2.8 Diesel,2244,TOYOTA,56
Hilux CD DLX 4x4 2.8 Diesel,2245,TOYOTA,56
Hilux CD DX 4x2 2.7 16V 142cv,2246,TOYOTA,56
Hilux CD DX 4x2 3.0 8V 90cv Diesel,2247,TOYOTA,56
Hilux CD DX 4x4 3.0 8V 90cv Diesel,2248,TOYOTA,56
Hilux CD GR-S 4x4 2.8 TDI Dies. Aut.,8554,TOYOTA,56
Hilux CD GR-S 4x4 4.0 V6 234cv Aut.,9026,TOYOTA,56
Hilux CD Limited 4x4 3.0 TDI Diesel Aut.,7076,TOYOTA,56
Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.,5081,TOYOTA,56
Hilux CD SR 4x2 2.7 16V/2.7 Flex Mec.,4804,TOYOTA,56
Hilux CD SR 4x4 2.8 TDI Diesel Aut.,7405,TOYOTA,56
Hilux CD SR 4x4 3.0 8V 116cv TB Diesel,2249,TOYOTA,56
Hilux CD SR 4x4 3.0 8V 90cv Diesel,2250,TOYOTA,56
Hilux CD SR CHALL. 4x4 2.8 TDI Dies Aut.,8110,TOYOTA,56
Hilux CD SR D4-D 4x2 3.0 163cv TDI Dies.,2251,TOYOTA,56
Hilux CD SR D4-D 4x4 3.0  TDI Dies.,2252,TOYOTA,56
Hilux CD SR D4-D 4x4 3.0 TDI Dies Aut.,6036,TOYOTA,56
Hilux CD SR5 4x4 2.8 Diesel,2253,TOYOTA,56
Hilux CD SRV 4x2 2.7 16V 142cv,2254,TOYOTA,56
Hilux CD SRV 4x2 2.7 Flex 16V Aut.,7046,TOYOTA,56
Hilux CD SRV 4x2 3.0 8V 90cv Diesel,2255,TOYOTA,56
Hilux CD SRV 4x4 2.7 Flex 16V Aut.,5907,TOYOTA,56
Hilux CD SRV 4x4 2.8 TDI Diesel Aut.,7406,TOYOTA,56
Hilux CD SRV 4x4 3.0 8V 116cv TB Diesel,2256,TOYOTA,56
Hilux CD SRV D4-D 4x2 3.0 163cv TDI Dies,2257,TOYOTA,56
Hilux CD SRV D4-D 4x4 3.0  TDI Dies,2258,TOYOTA,56
Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,2259,TOYOTA,56
Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.,7407,TOYOTA,56
Hilux Chassi 4x4 2.8 TDI Diesel Mec.,7408,TOYOTA,56
Hilux Chassi D4-D 4x4 2.5 102cv TB Dies.,2260,TOYOTA,56
Hilux Chassi D4-D 4x4 3.0 TDI Dies. Mec.,6037,TOYOTA,56
Hilux CS 4x4 2.4 Diesel,2261,TOYOTA,56
Hilux CS 4x4 2.8 TDI Diesel Mec.,7409,TOYOTA,56
Hilux CS D4-D 4x2 2.5 16V 102cv TB Dies.,2262,TOYOTA,56
Hilux CS D4-D 4x4 2.5 16V 102cv TB Dies.,2263,TOYOTA,56
Hilux CS D4-D 4x4 3.0 TDI Dies. Mec.,6038,TOYOTA,56
Hilux CS DLX 4x2 2.8 Diesel,2264,TOYOTA,56
Hilux CS DLX 4x4 2.8 Diesel,2265,TOYOTA,56
Hilux CS DX 4x2 2.7 16V 142cv,2266,TOYOTA,56
Hilux CS DX 4x2 3.0 8V 90cv Diesel,2267,TOYOTA,56
Hilux CS DX 4x4 3.0 8V 90cv Diesel,2268,TOYOTA,56
Hilux CS SR5 4x4 2.8 Diesel,2269,TOYOTA,56
Hilux CS SRV 4x2 2.7 16V 142cv,2270,TOYOTA,56
Hilux SW4 2.7 16V,2271,TOYOTA,56
Hilux SW4 3.4 V6,2272,TOYOTA,56
Hilux SW4 4x4 2.4 8V,2273,TOYOTA,56
Hilux SW4 4x4 2.8 Diesel,2274,TOYOTA,56
Hilux SW4 4x4 3.0 12V V6,2275,TOYOTA,56
Hilux SW4 4x4 3.0 24V V6,2276,TOYOTA,56
Hilux SW4 4x4 3.0 8V TB Diesel,2277,TOYOTA,56
Hilux SW4 Diamond 2.8 TB 4x4 Die. Aut.,9662,TOYOTA,56
Hilux SW4 GRS 2.8 TB 4x4 Diesel Aut.,9663,TOYOTA,56
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,TOYOTA,56
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,TOYOTA,56
Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut,6077,TOYOTA,56
Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,8111,TOYOTA,56
Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,4907,TOYOTA,56
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,TOYOTA,56
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,3831,TOYOTA,56
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,TOYOTA,56
Hilux SW4 SRX 4x4 4.0 V6 24V Aut.,7492,TOYOTA,56
Hilux SW4 SRX Diamo. 4x4 2.8 TB Die Aut.,8299,TOYOTA,56
Land Cruiser 4WD 4.5 24V,2278,TOYOTA,56
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,TOYOTA,56
Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2280,TOYOTA,56
MR-2 Turbo 2.0,2281,TOYOTA,56
Paseo,2282,TOYOTA,56
Previa LE 2.4 16V,2283,TOYOTA,56
Previa LX 2.5,2284,TOYOTA,56
PRIUS Hybrid 1.8 16V 5p Aut.,6332,TOYOTA,56
RAV4 2.0 4x2 16V Aut.,6470,TOYOTA,56
RAV4 2.0 4x4 16V Aut.,2285,TOYOTA,56
RAV4 2.0 4x4 16V Mec.,2286,TOYOTA,56
RAV4 2.0 HIGH 4x2 16V Aut.,7124,TOYOTA,56
RAV4 2.0 TOP 4x2 16V Aut.,7215,TOYOTA,56
RAV4 2.4 4x2 16V 170cv Aut.,5431,TOYOTA,56
RAV4 2.4 4x4 16V 170cv Aut.,3977,TOYOTA,56
RAV4 2.5 4x4 16V Aut.,6471,TOYOTA,56
RAV4 2.5 S 4x4 Hybrid Aut.,8715,TOYOTA,56
RAV4 2.5 S Connect 4x4 Hybrid Aut.,9096,TOYOTA,56
RAV4 2.5 SX 4x4 Hybrid Aut.,8716,TOYOTA,56
RAV4 2.5 SX Connect 4x4 Hybrid Aut.,9097,TOYOTA,56
Supra,2287,TOYOTA,56
T-100 3.4 V6,2288,TOYOTA,56
YARIS S 1.5 Flex 16V 5p Aut.,9216,TOYOTA,56
YARIS XL 1.3 Flex 16V 5p Aut.,8358,TOYOTA,56
YARIS XL 1.3 Flex 16V 5p Mec.,8359,TOYOTA,56
YARIS XL 1.5 Flex 16V 5p Aut.,9726,TOYOTA,56
YARIS XL Live 1.3 Flex 16V 5p Aut.,8932,TOYOTA,56
YARIS XL Live 1.3 Flex 16V 5p Mec.,8933,TOYOTA,56
YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.,8934,TOYOTA,56
YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.,8935,TOYOTA,56
YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.,8936,TOYOTA,56
YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut,8937,TOYOTA,56
YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.,8360,TOYOTA,56
YARIS XL Plus Tech 1.3 Flex 16V Aut.,8361,TOYOTA,56
YARIS XL Sedan 1.5 Flex 16V 4p Aut.,8362,TOYOTA,56
YARIS XL Sedan 1.5 Flex 16V 4p Mec.,8363,TOYOTA,56
YARIS XLS 1.5 Flex 16V 5p Aut.,8364,TOYOTA,56
YARIS XLS Connect 1.5 Flex 16V 5p Aut.,8938,TOYOTA,56
YARIS XLS Connect Sed. 1.5 Flex 16V Aut.,8939,TOYOTA,56
YARIS XLS Sedan 1.5 Flex 16V 4p Aut.,8365,TOYOTA,56
YARIS XS 1.5 Flex 16V 5p Aut.,8366,TOYOTA,56
YARIS XS Connect 1.5 Flex 16V 5p Aut.,8940,TOYOTA,56
YARIS XS Connect Sedan 1.5 Flex 16V Aut.,8941,TOYOTA,56
YARIS XS Sedan 1.5 Flex 16V 4p Aut.,8367,TOYOTA,56
YARIS X-WAY 1.5 Flex 16V 5p Aut.,8638,TOYOTA,56
YARIS X-WAY Connect 1.5 Flex 16V 5p Aut.,8942,TOYOTA,56
PANTANAL 3.0 TDI Elet. 4x2 CS Diesel,3978,TROLLER,57
PANTANAL 3.0 TDI Elet. 4x4 CS Diesel,3979,TROLLER,57
RF Esport 4x4 2.0,2289,TROLLER,57
RF Esport T-4 4x4 2.0 Cap. Lona,2290,TROLLER,57
RF Esport T-4 4x4 2.0 Cap. Rígida,2291,TROLLER,57
T-4 4x4 2.8 TB Int. Cap. Lona Diesel,2292,TROLLER,57
T-4 4x4 2.8 TB Int. Cap. Rígida Diesel,2293,TROLLER,57
T-4 4x4 3.0 TB Int. Cap. Lona Diesel,2294,TROLLER,57
T-4 4x4 3.0 TB Int. Cap. Rígida Diesel,2295,TROLLER,57
T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel,6933,TROLLER,57
T-4 4x4 3.2 Tdi Cap.Rígida Die. Aut.,9065,TROLLER,57
T-4 4x4 3.2 TGV tdi Cap. Rígida Diesel,6194,TROLLER,57
T-4 BOLD 4x4 3.2 Tdi Cap. Rígida Diesel,7816,TROLLER,57
T-4 Connect 4x4 3.2 Tdi Cap.Rig. Diesel,9563,TROLLER,57
T-4 Connect 4x4 3.2 Tdi Cap.Rig.Die.Aut.,9344,TROLLER,57
T-4 DESERT STORM 4x4 3.0 TB Int Diesel,5652,TROLLER,57
T-4 TRAIL 4x4 3.2 Tdi Cap. Ríg. Diesel,8798,TROLLER,57
T-4 TX4 4x4 3.2 20V Cap. Rígido Diesel,9086,TROLLER,57
T-4 TX4 4x4 3.2 20V Cap.Ríg Diesel Aut.,8970,TROLLER,57
T-4 TX4 Connect 4x4 3.2 Cap.Ríg.Die.Aut.,9360,TROLLER,57
T-4 TX4 Connect 4x4 3.2 Cap.Ríg.Die.Mec.,9361,TROLLER,57
440 Turbo 1.8,2296,VOLVO,58
460 GLT 2.0/ Turbo 1.8,2297,VOLVO,58
850 GLE 2.5 20V,2298,VOLVO,58
850 GLE SW 20V,2299,VOLVO,58
850 GLT 2.5 20V,2300,VOLVO,58
850 GLT SW 2.5 20V,2301,VOLVO,58
850 R SW 2.3 Turbo,2302,VOLVO,58
850 Sedan,2303,VOLVO,58
850 T-5 SW 2.5 BI-Turbo/ 2.3 Turbo,2304,VOLVO,58
850 TURBO 20V/ R Turbo 2.3,2305,VOLVO,58
940 Turbo/ SW Turbo 3.0,2306,VOLVO,58
960 Sedan,2307,VOLVO,58
C30 2.0 145cv,4319,VOLVO,58
C30 2.4 170cv Aut,4320,VOLVO,58
C30 T-5 2.5 220/ 230cv Aut.,4321,VOLVO,58
C30 T-5 2.5 230cv Mec.,4418,VOLVO,58
C30 T-5 R-DESIGN 2.5 230cv Aut.,5475,VOLVO,58
C40 Recharge Pure Eletric (Elétrico),9731,VOLVO,58
C70 Cabriolet,2308,VOLVO,58
C70 Cupê,2309,VOLVO,58
S40 1.8 Aut.,2310,VOLVO,58
S40 1.8 Mec.,2311,VOLVO,58
S40 2.0 Aut.,2312,VOLVO,58
S40 2.0 Mec.,2313,VOLVO,58
S40 2.0 T,2314,VOLVO,58
S40 2.4 140cv Aut.,4127,VOLVO,58
S40 2.4 170cv Aut.,2315,VOLVO,58
S40 T 2.0  Turbo Aut.,2316,VOLVO,58
S40 T-4,2317,VOLVO,58
S40 T-4 ARM Aut.,2318,VOLVO,58
S40 T-4 ARM Mec.,2319,VOLVO,58
S40 T-5 2.5 220/230cv Aut.,2320,VOLVO,58
S60 R 2.5 300cv Aut.,2321,VOLVO,58
S60 R 2.5 300cv Mec.,2322,VOLVO,58
S60 T 2.0 4p,2323,VOLVO,58
S60 T 2.4/ 2.5,2324,VOLVO,58
S60 T-4 1.6 180cv 4p,5491,VOLVO,58
S60 T-4 KINETIC 2.0 190cv 4p,7777,VOLVO,58
S60 T-4 MOMENTUM 2.0 190cv 4p,7778,VOLVO,58
S60 T-5 2.0 240cv 4p,5492,VOLVO,58
S60 T-5 2.3,2325,VOLVO,58
S60 T-5 INSCRIPTION 2.0 254cv 4p,8875,VOLVO,58
S60 T-5 KINETIC 2.0 245cv 4p,7170,VOLVO,58
S60 T-5 MOMENTUM 2.0 245cv 4p,7171,VOLVO,58
S60 T-5 R-DESIGN 2.0 240cv 4p,6485,VOLVO,58
S60 T-6 3.0 304cv AWD 4p,5493,VOLVO,58
S60 T-6 R-DESIGN 2.0 306cv FWD 4p,7362,VOLVO,58
S60 T-6 R-DESIGN 3.0 AWD 4p,5653,VOLVO,58
S60 T8 POLESTAR 2.0 4p Híbrido,8971,VOLVO,58
S60 T-8 R-DESIGN 2.0 407cv 4p Híbrido,8876,VOLVO,58
S70 2.5,2326,VOLVO,58
S70 2.5 Aut.,2327,VOLVO,58
S70 R,2328,VOLVO,58
S70 R Aut.,2329,VOLVO,58
S70 T-5 2.3,2330,VOLVO,58
S80 2.9,2331,VOLVO,58
S80 2.9 ARM,2332,VOLVO,58
S80 3.2 238cv Aut.,4248,VOLVO,58
S80 4.4 V8 315cv AWD Aut.,4249,VOLVO,58
S80 T6 2.8 BI-Turbo,2333,VOLVO,58
S80 T6 2.8 BI-Turbo ARM,2334,VOLVO,58
S80 T-6 Executive 2.8,2335,VOLVO,58
S80 T-6 Executive ARM 2.8 24v,2336,VOLVO,58
S90 T-8  INSCRIPT 2.0 AWD 407cv Híbrido,8530,VOLVO,58
V40 1.8 Aut.,2337,VOLVO,58
V40 1.8 Mec.,2338,VOLVO,58
V40 2.0,2339,VOLVO,58
V40 2.0 Aut.,2340,VOLVO,58
V40 2.0 Turbo,2341,VOLVO,58
V40 T-3 KINETIC 1.5 Aut.,7363,VOLVO,58
V40 T-4,2342,VOLVO,58
V40 T-4 2.0 Aut./Mec.,2344,VOLVO,58
V40 T-4 ARM Aut.,2343,VOLVO,58
V40 T-4 Cross Country 2.0 FWD Aut.,7779,VOLVO,58
V40 T-4 KINETIC 2.0 Aut.,7713,VOLVO,58
V40 T-4 MOMENTUM 2.0 Aut.,7364,VOLVO,58
V40 T-5 Cross Country 2.0 Awd Aut.,6759,VOLVO,58
V40 T-5 R-DESIGN 2.0 Aut.,6599,VOLVO,58
V50 2.4 20V 140cv Aut.,4628,VOLVO,58
V50 2.4 20V 170cv Aut.,2345,VOLVO,58
V50 T-5 2.5 220cv Aut.,2346,VOLVO,58
V60 T-4 KINETIC 2.0 190cv 5p,7852,VOLVO,58
V60 T-4 MOMENTUM 2.0 190cv 5p,7780,VOLVO,58
V60 T-5 KINETIC 2.0 245cv 5p,7233,VOLVO,58
V60 T-5 MOMENTUM 2.0  5p,7234,VOLVO,58
V60 T-5 R-DESING 2.0 5p,6216,VOLVO,58
V60 T-6 R-DESIGN 2.0 FWD 4p,7437,VOLVO,58
V60 T-6 R-DESIGN 3.0 AWD 4p,6217,VOLVO,58
V70 2.5,2347,VOLVO,58
V70 Cross Country 2.4,2348,VOLVO,58
V70 R 2.5 300cv AWD Aut.,2349,VOLVO,58
V70 R 2.5 300cv AWD Mec.,2350,VOLVO,58
V70 T 2.0 20v 180cv 4p Aut.,2351,VOLVO,58
V70 T 2.4,2352,VOLVO,58
V70 T 2.4/ 2.5 Premium,2353,VOLVO,58
V70 T5 2.3,2354,VOLVO,58
V70 XC/ XC 70,2355,VOLVO,58
XC 40 Recharge Pure Eletric (Elétrico),9496,VOLVO,58
XC 40 T-4 2.0 190cv FWD,8368,VOLVO,58
XC 40 T-4 INSCRIPTION 2.0 190cv FWD,9066,VOLVO,58
XC 40 T-4 MOMENTUM 2.0 190cv FWD,9067,VOLVO,58
XC 40 T-5 HÍBRIDO INSC. EXPRESS. 1.5 FWD,9608,VOLVO,58
XC 40 T-5 HÍBRIDO INSCRIPTION 1.5 FWD,9294,VOLVO,58
XC 40 T-5 HÍBRIDO MOMENTUM 1.5 262cv FWD,9295,VOLVO,58
XC 40 T-5 HÍBRIDO R-DESIGN 1.5 262CV FWD,9068,VOLVO,58
XC 40 T-5 MOMENT FIRST ED. 2.0 252cv AWD,8253,VOLVO,58
XC 40 T-5 MOMENTUM 2.0 252cv AWD,8254,VOLVO,58
XC 40 T-5 R-DESIGN 2.0 252cv AWD,8255,VOLVO,58
XC 40 T-5 R-DESIGN FIR. ED 2.0 252cv AWD,8256,VOLVO,58
XC 40 T-5 R-DESIGN SPE. ED 2.0 252cv AWD,8877,VOLVO,58
XC 60 2.0 T5  5p,5561,VOLVO,58
XC 60 3.0 AWD 5p,4816,VOLVO,58
XC 60 D-5 INSCRIPT 2.0 AWD Diesel 5p,8507,VOLVO,58
XC 60 D-5 KINETIC 2.4 AWD Diesel 5p,7714,VOLVO,58
XC 60 D-5 MOMENTUM 2.0 AWD Diesel 5p,8485,VOLVO,58
XC 60 D-5 MOMENTUM 2.4  AWD Diesel  5p,7715,VOLVO,58
XC 60 HÍBRIDOT-8 POLESTAR 2.0 5p,9634,VOLVO,58
XC 60 R-DESIGN 3.0 304cv AWD 5p,5459,VOLVO,58
XC 60 T-5 INSCRIPTION 2.0 245 cv FWD 5p,7716,VOLVO,58
XC 60 T-5 INSCRIPTION 2.0 AWD 5p,8066,VOLVO,58
XC 60 T-5 KINETIC 2.0 245cv FWD 5p,7365,VOLVO,58
XC 60 T-5 MOMENTUM 2.0 245cv FWD 5p,7366,VOLVO,58
